id,word,part_of_speech,korean_meaning,korean_pronunciation,example_sentence,example_translation,category,difficulty,tags,starred
1113,score,noun,점수,스코어,What was the final score of the game?,경기 최종 점수가 어떻게 됐어?,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-massive,false
1114,skin,noun,피부,스킨,My skin gets really dry in the winter.,겨울에는 피부가 정말 건조해져.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1115,suffer,verb,고통받다; 시달리다,서퍼,He suffers from bad headaches when he's stressed.,그는 스트레스를 받으면 심한 두통에 시달려.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1116,wide,adjective,넓은,와이드,The new road is wide enough for four cars.,새 도로는 차 네 대가 다닐 만큼 넓어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1117,spring,noun,봄; 용수철,스프링,The cherry blossoms bloom here every spring.,여기는 봄마다 벚꽃이 펴.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1118,civil,adjective,시민의; 민사의,시빌,The museum has an exhibit about the civil rights movement.,그 박물관에는 시민권 운동에 관한 전시가 있어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1119,safety,noun,안전,세이프티,Always wear a helmet for your own safety.,자신의 안전을 위해 항상 헬멧을 써.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1120,weekend,noun,주말,위켄드,What are your plans for the weekend?,주말에 뭐 할 계획이야?,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1121,worth,preposition,~의 가치가 있는,워스,The movie is definitely worth watching twice.,그 영화는 확실히 두 번 볼 가치가 있어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1122,title,noun,제목; 직함,타이틀,I can't remember the title of that book.,그 책 제목이 기억이 안 나.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1123,heat,noun,열; 더위,히트,I can't sleep well in this summer heat.,이런 여름 더위엔 잠을 잘 못 자겠어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1124,normal,adjective,정상적인; 보통의,노멀,It's normal to feel nervous before an interview.,면접 전에 긴장되는 건 정상이야.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1125,yard,noun,마당; 야드,야드,The kids are playing in the yard with the dog.,아이들이 마당에서 개랑 놀고 있어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1126,finger,noun,손가락,핑거,I cut my finger while chopping onions.,양파 썰다가 손가락을 베였어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1127,tend,verb,~하는 경향이 있다,텐드,I tend to stay up too late on weekends.,나는 주말에 너무 늦게까지 깨어 있는 경향이 있어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1128,mission,noun,임무; 사명,미션,Our mission today is to finish painting the fence.,오늘 우리의 임무는 울타리 페인트칠을 끝내는 거야.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1129,eventually,adverb,결국; 마침내,이벤추얼리,We got lost twice but eventually found the hotel.,두 번 길을 잃었지만 결국 호텔을 찾았어.,conversation,A2,conversation|essential|safe-auto-example|source:kengdic,false
1130,participant,noun,참가자,파티시펀트,Every participant in the race gets a free shirt.,경주 참가자 전원이 무료 셔츠를 받아.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1131,hotel,noun,호텔,호텔,We booked a hotel right next to the beach.,우리는 해변 바로 옆 호텔을 예약했어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-massive,false
1132,judge,noun,판사; 심판,저지,The judge gave the driver a heavy fine.,판사는 그 운전자에게 무거운 벌금을 부과했어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-massive,false
1133,pattern,noun,무늬; 패턴,패턴,I love the pattern on your new curtains.,네 새 커튼 무늬가 정말 마음에 들어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1134,institution,noun,기관; 제도,인스티투션,The university is the oldest institution in the city.,그 대학은 도시에서 가장 오래된 기관이야.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1135,faith,noun,믿음; 신앙,페이스,Have a little faith; things will work out.,"조금만 믿어 봐, 다 잘될 거야.",conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-massive,false
1136,professional,adjective,전문적인; 직업의,프러페셔널,Her presentation looked very professional.,그녀의 발표는 아주 전문적으로 보였어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1137,reflect,verb,반사하다; 반영하다,리플렉트,The lake reflects the mountains on a clear day.,맑은 날에는 호수에 산이 비쳐.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-massive,false
1138,folk,noun,사람들; 민속,포크,The folks next door invited us for a barbecue.,옆집 사람들이 우리를 바비큐에 초대했어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1139,surface,noun,표면,서피스,Wipe the surface of the table before dinner.,저녁 먹기 전에 식탁 표면을 닦아 줘.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1140,client,noun,고객; 의뢰인,클라이언트,I have a call with an important client at three.,3시에 중요한 고객과 통화가 있어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1141,edge,noun,가장자리; 모서리,에지,Don't put the glass so close to the edge of the table.,유리잔을 식탁 가장자리에 그렇게 가까이 두지 마.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1142,traditional,adjective,전통적인,트러디셔널,We ate traditional Korean food at the festival.,우리는 축제에서 전통 한국 음식을 먹었어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1143,council,noun,의회; 협의회,카운슬,The city council approved the new bike lanes.,시 의회가 새 자전거 도로를 승인했어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1144,device,noun,기기; 장치,디바이스,Please turn off all devices before the movie starts.,영화 시작 전에 모든 기기를 꺼 주세요.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1145,firm,noun,회사,펌,She works at a law firm in the city.,그녀는 시내의 법률 회사에서 일해.,conversation,A2,conversation|essential|safe-auto-example|source:kengdic,false
1146,environmental,adjective,환경의,인바이런멘털,The factory was fined for breaking environmental rules.,그 공장은 환경 규정을 어겨서 벌금을 물었어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1147,responsibility,noun,책임,리스판서빌리티,Walking the dog is my son's responsibility.,개 산책은 우리 아들 담당이야.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1148,chair,noun,의자,체어,Pull up a chair and join us for dinner.,의자 가져와서 우리랑 같이 저녁 먹자.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1149,internet,noun,인터넷,인터넷,The internet at our house has been slow all day.,우리 집 인터넷이 하루 종일 느려.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1150,october,noun,10월,악토버,The leaves start changing color in October.,10월이 되면 나뭇잎이 물들기 시작해.,conversation,A2,conversation|essential|safe-auto-example|source:kengdic,false
1151,funny,adjective,웃긴; 재미있는,퍼니,He told a funny story that made everyone laugh.,그가 모두를 웃게 만든 웃긴 이야기를 했어.,conversation,A2,conversation|essential|safe-auto-example|source:kengdic,false
1152,immediately,adverb,즉시; 곧바로,이미디어틀리,Call me immediately if anything goes wrong.,뭔가 잘못되면 즉시 나한테 전화해.,conversation,A2,conversation|essential|safe-auto-example|source:kengdic,false
1153,investment,noun,투자,인베스트먼트,Buying that apartment turned out to be a good investment.,그 아파트를 산 건 좋은 투자였던 걸로 드러났어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1154,ship,noun,배; 선박,십,The ship leaves the port at nine tomorrow morning.,그 배는 내일 아침 9시에 항구를 떠나.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1155,effective,adjective,효과적인,이펙티브,Drinking warm tea is effective for a sore throat.,따뜻한 차를 마시는 건 목 아플 때 효과적이야.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
1156,previous,adjective,이전의,프리비어스,My previous job required a lot of overtime.,내 이전 직장은 야근이 많았어.,conversation,A2,conversation|essential|safe-auto-example|source:kengdic,false
1157,content,noun,내용; 콘텐츠,칸텐트,The content of the course was really practical.,그 강의 내용은 정말 실용적이었어.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-massive,false
1158,consumer,noun,소비자,컨수머,Consumers are buying more products online these days.,요즘 소비자들은 온라인에서 더 많은 제품을 사.,conversation,A2,conversation|essential|safe-auto-example|source:multilingual-core-balanced,false
